"list_name","name","label","district"
"community","lopushnenska","Лопушненська","ternopilskyi"
"community","velykoberezovytska","Великоберезовицька","ternopilskyi"
"community","baikovetska","Байковецька","ternopilskyi"
"community","velykobirkivska","Великобірківська","ternopilskyi"
"community","kupchynetska","Купчинецька","ternopilskyi"
"community","berezhanska","Бережанська","ternopilskyi"
"community","zbarazka","Збаразька","ternopilskyi"
"community","zborivska","Зборівська","ternopilskyi"
"community","kozivska","Козівська","ternopilskyi"
"community","naraivska","Нараївська","ternopilskyi"
"community","ozernianska","Озернянська","ternopilskyi"
"community","pidhorodnianska","Підгороднянська","ternopilskyi"
"community","saranchukivska","Саранчуківська","ternopilskyi"
"community","ternopilska","Тернопільська","ternopilskyi"
"community","pidkaminska","Підкамінська","ternopilskyi"
"community","pomorianska","Поморянська","ternopilskyi"
"community","zolochivska","Золочівська","ternopilskyi"
"community","peremyshlianska","Перемишлянська","ternopilskyi"
"community","rohatynska","Рогатинська","ternopilskyi"
"community","smyzka","Смизька","kremenetskyi"
"community","velykodederkalska","Великодедеркальська","kremenetskyi"
"community","borsukivska","Борсуківська","kremenetskyi"
"community","kremenetska","Кременецька","kremenetskyi"
"community","pochaivska","Почаївська","kremenetskyi"
"community","radyvylivska","Радивилівська","kremenetskyi"
"community","kozynska","Козинська","kremenetskyi"
"community","lypetska","Липецька","chuhuivskyi"
"community","velykoburlutska","Великобурлуцька","chuhuivskyi"
"community","vilkhuvatska","Вільхуватська","chuhuivskyi"
"community","shevchenkivska","Шевченківська","chuhuivskyi"
"community","meref'ianska","Мереф'янська","chuhuivskyi"
"community","malynivska","Малинівська","chuhuivskyi"
"community","bezliudivska","Безлюдівська","chuhuivskyi"
"community","vysochanska","Височанська","chuhuivskyi"
"community","vilkhivska","Вільхівська","chuhuivskyi"
"community","rohanska","Роганська","chuhuivskyi"
"community","novopokrovska","Новопокровська","chuhuivskyi"
"community","chkalovska","Чкаловська","chuhuivskyi"
"community","pechenizka","Печенізька","chuhuivskyi"
"community","starosaltivska","Старосалтівська","chuhuivskyi"
"community","chuhuivska","Чугуївська","chuhuivskyi"
"community","tsyrkunivska","Циркунівська","chuhuivskyi"
"community","vovchanska","Вовчанська","chuhuivskyi"
"community","borozenska","Борозенська","beryslavskyi"
"community","volodymyrivska","Володимирівська","beryslavskyi"
"community","vysokopilska","Високопільська","beryslavskyi"
"community","kochubeivska","Кочубеївська","beryslavskyi"
"community","velykooleksandrivska","Великоолександрівська","beryslavskyi"
"community","bereznehuvatska","Березнегуватська","beryslavskyi"
"community","apostolivska","Апостолівська","beryslavskyi"
"community","zelenodolska","Зеленодольська","beryslavskyi"
"community","karpivska","Карпівська","beryslavskyi"
"community","shyrokivska","Широківська","beryslavskyi"
"community","kalynivska","Калинівська","beryslavskyi"
"community","troitska","Троїцька","kup'ianskyi"
"community","kunievska","Куньєвська","kup'ianskyi"
"community","savynska","Савинська","kup'ianskyi"
"community","dvorichanska","Дворічанська","kup'ianskyi"
"community","kolomyichyska","Коломийчиська","kup'ianskyi"
"community","kindrashivska","Кіндрашівська","kup'ianskyi"
"community","kup'ianska","Куп'янська","kup'ianskyi"
"community","kurylivska","Курилівська","kup'ianskyi"
"community","petropavlivska","Петропавлівська","kup'ianskyi"
"community","nyzhnoduvanska","Нижньодуванська","kup'ianskyi"
"community","novoselytska","Новоселицька","dnistrovskyi"
"community","toporivska","Топорівська","dnistrovskyi"
"community","kelmenetska","Кельменецька","dnistrovskyi"
"community","mamalyhivska","Мамалигівська","dnistrovskyi"
"community","kytaihorodska","Китайгородська","dnistrovskyi"
"community","slobidsko-kulchiievetska","Слобідсько-Кульчієвецька","dnistrovskyi"
"community","staroushytska","Староушицька","dnistrovskyi"
"community","livynetska","Лівинецька","dnistrovskyi"
"community","vashkovetska","Вашковецька","dnistrovskyi"
"community","nedoboivska","Недобоївська","dnistrovskyi"
"community","novodnistrovska","Новодністровська","dnistrovskyi"
"community","vanchykovetska","Ванчиковецька","dnistrovskyi"
"community","petrovetska","Петровецька","chernivetskyi"
"community","kitsmanska","Кіцманська","chernivetskyi"
"community","volokivska","Волоківська","chernivetskyi"
"community","chahorska","Чагорська","chernivetskyi"
"community","suchevenska","Сучевенська","chernivetskyi"
"community","mahalska","Магальська","chernivetskyi"
"community","tereblechenska","Тереблеченська","chernivetskyi"
"community","tarashanska","Тарашанська","chernivetskyi"
"community","hertsaivska","Герцаївська","chernivetskyi"
"community","ostrytska","Острицька","chernivetskyi"
"community","horishnosherovetska","Горішньошеровецька","chernivetskyi"
"community","chernivetska","Чернівецька","chernivetskyi"
"community","boianska","Боянська","chernivetskyi"
"community","kam'ianska","Кам'янська","chernivetskyi"
"community","karapchivska","Карапчівська","chernivetskyi"
"community","kam'ianetska","Кам'янецька","chernivetskyi"
"community","chudeiska","Чудейська","chernivetskyi"
"community","hlybotska","Глибоцька","chernivetskyi"
"community","velykokuchurivska","Великокучурівська","chernivetskyi"
"community","zastavnivska","Заставнівська","chernivetskyi"
"community","stavchanska","Ставчанська","chernivetskyi"
"community","menska","Менська","koriukivskyi"
"community","snovska","Сновська","koriukivskyi"
"community","horodnianska","Городнянська","koriukivskyi"
"community","kulykivska","Куликівська","koriukivskyi"
"community","komarivska","Комарівська","koriukivskyi"
"community","semenivska","Семенівська","koriukivskyi"
"community","kholmynska","Холминська","koriukivskyi"
"community","borznianska","Борзнянська","koriukivskyi"
"community","koriukivska","Корюківська","koriukivskyi"
"community","sosnytska","Сосницька","koriukivskyi"
"community","vysochanska","Височанська","koriukivskyi"
"community","bereznianska","Березнянська","koriukivskyi"
"community","malodivytska","Малодівицька","nizhynskyi"
"community","olyshivska","Олишівська","nizhynskyi"
"community","parafiivska","Парафіївська","nizhynskyi"
"community","losynivska","Лосинівська","nizhynskyi"
"community","baturynska","Батуринська","nizhynskyi"
"community","bakhmatska","Бахмацька","nizhynskyi"
"community","mrynska","Мринська","nizhynskyi"
"community","talalaivska","Талалаївська","nizhynskyi"
"community","nizhynska","Ніжинська","nizhynskyi"
"community","dmytrivska","Дмитрівська","nizhynskyi"
"community","krutivska","Крутівська","nizhynskyi"
"community","popivska","Попівська","nizhynskyi"
"community","talalaivska","Талалаївська","nizhynskyi"
"community","vertiivska","Вертіївська","nizhynskyi"
"community","nosivska","Носівська","nizhynskyi"
"community","plyskivska","Плисківська","nizhynskyi"
"community","ichnianska","Ічнянська","nizhynskyi"
"community","kiptivska","Кіптівська","nizhynskyi"
"community","mateivetska","Матеївецька","kolomyiskyi"
"community","deliatynska","Делятинська","kolomyiskyi"
"community","lanchynska","Ланчинська","kolomyiskyi"
"community","obertynska","Обертинська","kolomyiskyi"
"community","p'iadytska","П'ядицька","kolomyiskyi"
"community","hvizdetska","Гвіздецька","kolomyiskyi"
"community","ivano-frankivska","Івано-Франківська","kolomyiskyi"
"community","tysmenytska","Тисменицька","kolomyiskyi"
"community","nyzhnoverbizka","Нижньовербізька","kolomyiskyi"
"community","otyniiska","Отинійська","kolomyiskyi"
"community","zabolotivska","Заболотівська","kolomyiskyi"
"community","kolomyiska","Коломийська","kolomyiskyi"
"community","pechenizhynska","Печеніжинська","kolomyiskyi"
"community","pidhaichykivska","Підгайчиківська","kolomyiskyi"
"community","kosivska","Косівська","kolomyiskyi"
"community","yablunivska","Яблунівська","kolomyiskyi"
"community","pererislianska","Переріслянська","kolomyiskyi"
"community","korshivska","Коршівська","kolomyiskyi"
"community","dubenska","Дубенська","dubenskyi"
"community","pryvilnenska","Привільненська","dubenskyi"
"community","tarakanivska","Тараканівська","dubenskyi"
"community","bokiimivska","Бокіймівська","dubenskyi"
"community","verbska","Вербська","dubenskyi"
"community","povchanska","Повчанська","dubenskyi"
"community","berezivska","Березівська","sarnenskyi"
"community","starosilska","Старосільська","sarnenskyi"
"community","klesivska","Клесівська","sarnenskyi"
"community","olevska","Олевська","sarnenskyi"
"community","myliatska","Миляцька","sarnenskyi"
"community","lynovytska","Линовицька","lubenskyi"
"community","novoorzhytska","Новооржицька","lubenskyi"
"community","yasynuvatska","Ясинуватська","donetskyi"
"community","avdiivska","Авдіївська","donetskyi"
"community","velykodalnytska","Великодальницька","odeskyi"
"community","teplodarska","Теплодарська","odeskyi"
"community","nerubaiska","Нерубайська","odeskyi"
"community","tairovska","Таїровська","odeskyi"
"community","lymanska","Лиманська","odeskyi"
"community","velykodolynska","Великодолинська","odeskyi"
"community","chornomorska","Чорноморська","odeskyi"
"community","avanhardivska","Авангардівська","odeskyi"
"community","fontanska","Фонтанська","odeskyi"
"community","vyhodianska","Вигодянська","odeskyi"
"community","dachnenska","Дачненська","odeskyi"
"community","odeska","Одеська","odeskyi"
"community","yaskivska","Яськівська","odeskyi"
"community","chornomorska","Чорноморська","odeskyi"
"community","romenska","Роменська","prylutskyi"
"community","ladanska","Ладанська","prylutskyi"
"community","prylutska","Прилуцька","prylutskyi"
"community","sribnianska","Срібнянська","prylutskyi"
"community","novobilouska","Новобілоуська","chernihivskyi"
"community","chernihivska","Чернігівська","chernihivskyi"
"community","sednivska","Седнівська","chernihivskyi"
"community","ivanivska","Іванівська","chernihivskyi"
"community","kyinska","Киїнська","chernihivskyi"
"community","dobrianska","Добрянська","chernihivskyi"
"community","kyselivska","Киселівська","chernihivskyi"
"community","ripkynska","Ріпкинська","chernihivskyi"
"community","tupychivska","Тупичівська","chernihivskyi"
"community","novorozdilska","Новороздільська","stryiskyi"
"community","pustomytivska","Пустомитівська","stryiskyi"
"community","hnizdychivska","Гніздичівська","stryiskyi"
"community","volovetska","Воловецька","stryiskyi"
"community","solonkivska","Солонківська","stryiskyi"
"community","truskavetska","Трускавецька","stryiskyi"
"community","bibrska","Бібрська","stryiskyi"
"community","zhydachivska","Жидачівська","stryiskyi"
"community","shchyretska","Щирецька","stryiskyi"
"community","rozvadivska","Розвадівська","stryiskyi"
"community","trostianetska","Тростянецька","stryiskyi"
"community","zhuravnenska","Журавненська","stryiskyi"
"community","mykolaivska","Миколаївська","stryiskyi"
"community","morshynska","Моршинська","stryiskyi"
"community","skolivska","Сколівська","stryiskyi"
"community","stryiska","Стрийська","stryiskyi"
"community","khodorivska","Ходорівська","stryiskyi"
"community","mizhhirska","Міжгірська","stryiskyi"
"community","pylypetska","Пилипецька","stryiskyi"
"community","slavska","Славська","stryiskyi"
"community","verkhnianska","Верхнянська","stryiskyi"
"community","bukachivska","Букачівська","stryiskyi"
"community","bolekhivska","Болехівська","stryiskyi"
"community","voinylivska","Войнилівська","stryiskyi"
"community","dolynska","Долинська","stryiskyi"
"community","vyhodska","Вигодська","stryiskyi"
"community","vytvytska","Витвицька","stryiskyi"
"community","hrabovetsko-dulibivska","Грабовецько-Дулібівська","stryiskyi"
"community","buska","Буська","chervonohradskyi"
"community","zhovkivska","Жовківська","chervonohradskyi"
"community","kam'ianka-buzka","Кам'янка-Бузька","chervonohradskyi"
"community","chervonohradska","Червоноградська","chervonohradskyi"
"community","rava-ruska","Рава-Руська","chervonohradskyi"
"community","velykomostivska","Великомостівська","chervonohradskyi"
"community","belzka","Белзька","chervonohradskyi"
"community","dobrotvirska","Добротвірська","chervonohradskyi"
"community","lysetska","Лисецька","ivano-frankivskyi"
"community","zahvizdianska","Загвіздянська","ivano-frankivskyi"
"community","polianytska","Поляницька","ivano-frankivskyi"
"community","uhrynivska","Угринівська","ivano-frankivskyi"
"community","ust-chornianska","Усть-Чорнянська","ivano-frankivskyi"
"community","perehinska","Перегінська","ivano-frankivskyi"
"community","dzvyniatska","Дзвиняцька","ivano-frankivskyi"
"community","starobohorodchanska","Старобогородчанська","ivano-frankivskyi"
"community","burshtynska","Бурштинська","ivano-frankivskyi"
"community","bohorodchanska","Богородчанська","ivano-frankivskyi"
"community","halytska","Галицька","ivano-frankivskyi"
"community","solotvynska","Солотвинська","ivano-frankivskyi"
"community","novytska","Новицька","ivano-frankivskyi"
"community","yamnytska","Ямницька","ivano-frankivskyi"
"community","rozhniativska","Рожнятівська","ivano-frankivskyi"
"community","kaluska","Калуська","ivano-frankivskyi"
"community","nadvirnianska","Надвірнянська","ivano-frankivskyi"
"community","pasichnianska","Пасічнянська","ivano-frankivskyi"
"community","dubivska","Дубівська","kaluskyi"
"community","synevyrska","Синевирська","kaluskyi"
"community","broshniv-osadska","Брошнів-Осадська","kaluskyi"
"community","spaska","Спаська","kaluskyi"
"community","bohdanska","Богданська","nadvirnianskyi"
"community","yasinianska","Ясінянська","nadvirnianskyi"
"community","verkhovynska","Верховинська","nadvirnianskyi"
"community","zelenska","Зеленська","nadvirnianskyi"
"community","kosmatska","Космацька","nadvirnianskyi"
"community","vorokhtianska","Ворохтянська","nadvirnianskyi"
"community","yaremchanska","Яремчанська","nadvirnianskyi"
"community","dobrosynsko-maherivska","Добросинсько-Магерівська","yavorivskyi"
"community","novoiavorivska","Новояворівська","yavorivskyi"
"community","lvivska","Львівська","yavorivskyi"
"community","yavorivska","Яворівська","yavorivskyi"
"community","zymnovodivska","Зимноводівська","yavorivskyi"
"community","ivano-frankivska","Івано-Франківська","yavorivskyi"
"community","velykoluchkivska","Великолучківська","uzhhorodskyi"
"community","ivanovetska","Івановецька","uzhhorodskyi"
"community","polianska","Полянська","uzhhorodskyi"
"community","chynadiivska","Чинадіївська","uzhhorodskyi"
"community","kholmkivska","Холмківська","uzhhorodskyi"
"community","onokivska","Оноківська","uzhhorodskyi"
"community","perechynska","Перечинська","uzhhorodskyi"
"community","baranynska","Баранинська","uzhhorodskyi"
"community","velykobereznianska","Великоберезнянська","uzhhorodskyi"
"community","dubrynytsko-malobereznianska","Дубриницько-Малоберезнянська","uzhhorodskyi"
"community","kostrynska","Костринська","uzhhorodskyi"
"community","serednianska","Середнянська","uzhhorodskyi"
"community","uzhhorodska","Ужгородська","uzhhorodskyi"
"community","siurtivska","Сюртівська","uzhhorodskyi"
"community","tur'ie-remetivska","Тур'є-Реметівська","uzhhorodskyi"
"community","kolchynska","Кольчинська","uzhhorodskyi"
"community","mykolaivska","Миколаївська","dniprovskyi"
"community","chkalovska","Першотравневська","dniprovskyi"
"community","pidhorodnenska","Підгородненська","dniprovskyi"
"community","kytaihorodska","Китайгородська","dniprovskyi"
"community","liubymivska","Любимівська","dniprovskyi"
"community","kam'ianska","Кам'янська","dniprovskyi"
"community","liashkivska","Ляшківська","dniprovskyi"
"community","nekhvoroshchanska","Нехворощанська","dniprovskyi"
"community","novopokrovska","Новопокровська","dniprovskyi"
"community","obukhivska","Обухівська","dniprovskyi"
"community","zatyshnianska","Затишнянська","dniprovskyi"
"community","mohylivska","Могилівська","dniprovskyi"
"community","dniprovska","Дніпровська","dniprovskyi"
"community","novooleksandrivska","Новоолександрівська","dniprovskyi"
"community","slobozhanska","Слобожанська","dniprovskyi"
"community","sursko-lytovska","Сурсько-Литовська","dniprovskyi"
"community","petrykivska","Петриківська","dniprovskyi"
"community","sviatovasylivska","Святовасилівська","dniprovskyi"
"community","krynychanska","Криничанська","dniprovskyi"
"community","tsarychanska","Царичанська","dniprovskyi"
"community","chumakivska","Чумаківська","dniprovskyi"
"community","sofiivska","Софіївська","dniprovskyi"
"community","mahdalynivska","Магдалинівська","dniprovskyi"
"community","novomoskovska","Новомосковська","dniprovskyi"
"community","chernechchynska","Чернеччинська","dniprovskyi"
"community","dubovykivska","Дубовиківська","synelnykivskyi"
"community","komarska","Комарська","synelnykivskyi"
"community","mezhivska","Межівська","synelnykivskyi"
"community","synelnykivska","Синельниківська","synelnykivskyi"
"community","huliaipilska","Гуляйпільська","synelnykivskyi"
"community","malomykhailivska","Маломихайлівська","synelnykivskyi"
"community","petropavlivska","Петропавлівська","synelnykivskyi"
"community","velykomykhailivska","Великомихайлівська","synelnykivskyi"
"community","novopavlivska","Новопавлівська","synelnykivskyi"
"community","velykonovosilkivska","Великоновосілківська","synelnykivskyi"
"community","pershotravenska","Першотравенська","synelnykivskyi"
"community","udachnenska","Удачненська","synelnykivskyi"
"community","iziumska","Ізюмська","iziumskyi"
"community","malodanylivska","Малоданилівська","kharkivskyi"
"community","pisochynska","Пісочинська","kharkivskyi"
"community","kharkivska","Харківська","kharkivskyi"
"community","pivdennomiska","Південноміська","kharkivskyi"
"community","verkhivtsivska","Верхівцівська","kam’ianskyi"
"community","vyshnivska","Вишнівська","kam’ianskyi"
"community","vilnohirska","Вільногірська","kam’ianskyi"
"community","bozhedarivska","Божедарівська","kam’ianskyi"
"community","saksahanska","Саксаганська","kam’ianskyi"
"community","devladivska","Девладівська","kam’ianskyi"
"community","nyvotrudivska","Нивотрудівська","kryvorizkyi"
"community","vakulivska","Вакулівська","kryvorizkyi"
"community","hrechanopodivska","Гречаноподівська","kryvorizkyi"
"community","novopilska","Новопільська","kryvorizkyi"
"community","novolativska","Новолатівська","kryvorizkyi"
"community","kryvorizka","Криворізька","kryvorizkyi"
"community","marhanetska","Марганецька","nikopolskyi"
"community","nikopolska","Нікопольська","nikopolskyi"
"community","chervonohryhorivska","Червоногригорівська","nikopolskyi"
"community","ovrutska","Овруцька","korostenskyi"
"community","hladkovytska","Гладковицька","korostenskyi"
"community","slovechanska","Словечанська","korostenskyi"
"community","chopovytska","Чоповицька","korostenskyi"
"community","horshchykivska","Горщиківська","korostenskyi"
"community","bilokorovytska","Білокоровицька","korostenskyi"
"community","korostenska","Коростенська","korostenskyi"
"community","luhynska","Лугинська","korostenskyi"
"community","yemilchynska","Ємільчинська","korostenskyi"
"community","novohrad-volynska","Новоград-Волинська","novohrad-volynskyi"
"community","dubrivska","Дубрівська","novohrad-volynskyi"
"community","mykhailiutska","Михайлюцька","novohrad-volynskyi"
"community","poninkivska","Понінківська","novohrad-volynskyi"
"community","stryivska","Стриївська","novohrad-volynskyi"
"community","chyzhivska","Чижівська","novohrad-volynskyi"
"community","yarunska","Ярунська","novohrad-volynskyi"
"community","shyrokivska","Широківська","shchastynskyi"
"community","sievierodonetska","Сєвєродонецька","shchastynskyi"
"community","bilovodska","Біловодська","shchastynskyi"
"community","zymohir'ivska","Зимогір'ївська","shchastynskyi"
"community","hirska","Гірська","shchastynskyi"
"community","chmyrivska","Чмирівська","shchastynskyi"
"community","shulhynska","Шульгинська","shchastynskyi"
"community","nyzhnoteplivska","Нижньотеплівська","shchastynskyi"
"community","novoaidarska","Новоайдарська","shchastynskyi"
"community","shchastynska","Щастинська","shchastynskyi"
"community","vilnozaporizka","Вільнозапорізька","bashtanskyi"
"community","bashtanska","Баштанська","bashtanskyi"
"community","buzka","Бузька","voznesenskyi"
"community","voznesenska","Вознесенська","voznesenskyi"
"community","prybuzhanivska","Прибужанівська","voznesenskyi"
"community","oleksandrivska","Олександрівська","voznesenskyi"
"community","prybuzka","Прибузька","voznesenskyi"
"community","yuzhnoukrainska","Южноукраїнська","voznesenskyi"
"community","arbuzynska","Арбузинська","voznesenskyi"
"community","kam'ianomostivska","Кам'яномостівська","voznesenskyi"
"community","pervomaiska","Первомайська","pervomaiskyi"
"community","ulashanivska","Улашанівська","shepetivskyi"
"community","shepetivska","Шепетівська","shepetivskyi"
"community","slavutska","Славутська","shepetivskyi"
"community","sudylkivska","Судилківська","shepetivskyi"
"community","makivska","Маківська","kam'ianets-podilskyi"
"community","humenetska","Гуменецька","kam'ianets-podilskyi"
"community","dunaievetska","Дунаєвецька","kam'ianets-podilskyi"
"community","kam'ianets-podilska","Кам'янець-Подільська","kam'ianets-podilskyi"
"community","bilokurakynska","Білокуракинська","svativskyi"
"community","lozno-oleksandrivska","Лозно-Олександрівська","svativskyi"
"community","svativska","Сватівська","svativskyi"
"community","rubizhanska","Рубіжанська","svativskyi"
"community","bilolutska","Білолуцька","svativskyi"
"community","novopskovska","Новопсковська","svativskyi"
"community","starobilska","Старобільська","svativskyi"
"community","markivska","Марківська","starobilskyi"
"community","milovska","Міловська","starobilskyi"
"community","pokrovska","Покровська","volnovaskyi"
"community","malynivska","Малинівська","volnovaskyi"
"community","rozivska","Розівська","volnovaskyi"
"community","staromlynivska","Старомлинівська","volnovaskyi"
"community","khlibodarivska","Хлібодарівська","volnovaskyi"
"community","kalchytska","Кальчицька","volnovaskyi"
"community","kurakhivska","Курахівська","volnovaskyi"
"community","malobilozerska","Малобілозерська","melitopolskyi"
"community","rozdolska","Роздольська","melitopolskyi"
"community","oleksandrivska","Олександрівська","melitopolskyi"
"community","novouspenivska","Новоуспенівська","melitopolskyi"
"community","mykhailivska","Михайлівська","melitopolskyi"
"community","pryazovska","Приазовська","melitopolskyi"
"community","myrnenska","Мирненська","melitopolskyi"
"community","novovasylivska","Нововасилівська","melitopolskyi"
"community","kostiantynivska","Костянтинівська","melitopolskyi"
"community","plodorodnenska","Плодородненська","melitopolskyi"
"community","chernihivska","Чернігівська","melitopolskyi"
"community","melitopolska","Мелітопольська","melitopolskyi"
"community","molochanska","Молочанська","melitopolskyi"
"community","novenska","Новенська","melitopolskyi"
"community","novobohdanivska","Новобогданівська","melitopolskyi"
"community","semenivska","Семенівська","melitopolskyi"
"community","terpinnivska","Терпіннівська","melitopolskyi"
"community","prymorska","Приморська","melitopolskyi"
"community","manhushska","Мангушська","mariupolskyi"
"community","osypenkivska","Осипенківська","mariupolskyi"
"community","berestivska","Берестівська","mariupolskyi"
"community","komysh-zorianska","Комиш-Зорянська","mariupolskyi"
"community","mariupolska","Маріупольська","mariupolskyi"
"community","nikolska","Нікольська","mariupolskyi"
"community","dubivska","Дубівська","tiachivskyi"
"community","teresvianska","Тересвянська","tiachivskyi"
"community","uhlianska","Углянська","tiachivskyi"
"community","kolochavska","Колочавська","tiachivskyi"
"community","vilkhovetska","Вільховецька","tiachivskyi"
"community","velykobychkivska","Великобичківська","tiachivskyi"
"community","bushtynska","Буштинська","tiachivskyi"
"community","tiachivska","Тячівська","tiachivskyi"
"community","neresnytska","Нересницька","tiachivskyi"
"community","solotvynska","Солотвинська","tiachivskyi"
"community","bedevlianska","Бедевлянська","tiachivskyi"
"community","drahivska","Драгівська","tiachivskyi"
"community","dovzhanska","Довжанська","khustskyi"
"community","verkhnokoropetska","Верхньокоропецька","khustskyi"
"community","nelipynska","Неліпинська","khustskyi"
"community","horinchivska","Горінчівська","khustskyi"
"community","keretskivska","Керецьківська","khustskyi"
"community","svaliavska","Свалявська","khustskyi"
"community","kolarivska","Коларівська","berdianskyi"
"community","berdianska","Бердянська","berdianskyi"
"community","smyrnovska","Смирновська","berdianskyi"
"community","andrivska","Андрівська","berdianskyi"
"community","andriivska","Андріївська","berdianskyi"
"community","tokmatska","Токмацька","berdianskyi"
"community","polohivska","Пологівська","berdianskyi"
"community","novosanzharska","Новосанжарська","poltavskyi"
"community","opishnianska","Опішнянська","poltavskyi"
"community","hrunska","Грунська","poltavskyi"
"community","tereshkivska","Терешківська","poltavskyi"
"community","kolomatska","Коломацька","poltavskyi"
"community","drabynivska","Драбинівська","poltavskyi"
"community","machukhivska","Мачухівська","poltavskyi"
"community","novoselivska","Новоселівська","poltavskyi"
"community","shcherbanivska","Щербанівська","poltavskyi"
"community","poltavska","Полтавська","poltavskyi"
"community","novoiarychivska","Новояричівська","zolochivskyi"
"community","krasnenska","Красненська","zolochivskyi"
"community","hlynianska","Глинянська","zolochivskyi"
"community","zabolottsivska","Заболотцівська","zolochivskyi"
"community","sokilnytska","Сокільницька","lvivskyi"
"community","kulykivska","Куликівська","lvivskyi"
"community","obroshynska","Оброшинська","lvivskyi"
"community","murovanska","Мурованська","lvivskyi"
"community","zhovtanetska","Жовтанецька","lvivskyi"
"community","davydivska","Давидівська","lvivskyi"
"community","pidberiztsivska","Підберізцівська","lvivskyi"
"community","myrnohradska","Мирноградська","pokrovskyi"
"community","novohrodivska","Новогродівська","pokrovskyi"
"community","selydivska","Селидівська","pokrovskyi"
"community","rakhivska","Рахівська","rakhivskyi"
"community","dubov'iazivska","Дубов'язівська","romenskyi"
"community","korovynska","Коровинська","romenskyi"
"community","khmelivska","Хмелівська","romenskyi"
"community","dniprorudnenska","Дніпрорудненська","vasylivskyi"
"community","blahovishchenska","Благовіщенська","vasylivskyi"
"community","vasylivska","Василівська","vasylivskyi"
"community","enerhodarska","Енергодарська","vasylivskyi"
"community","malotokmachanska","Малотокмачанська","polohivskyi"
"community","fedorivska","Федорівська","polohivskyi"
"community","voskresenska","Воскресенська","polohivskyi"
"community","bilmatska","Більмацька","polohivskyi"
"community","malovilshanska","Маловільшанська","bilotserkivskyi"
"community","hirska","Гірська","boryspilskyi"
"community","velykoploskivska","Великоплосківська","rozdilnianskyi"
"community","velykomykhailivska","Великомихайлівська","rozdilnianskyi"
"community","stepanivska","Степанівська","rozdilnianskyi"
"community","konotopska","Конотопська","konotopskyi"
"community","bochechkivska","Бочечківська","konotopskyi"
"community","okhtyrska","Охтирська","okhtyrskyi"
"community",NULL,"Олицька",NULL
"community",NULL,"Волицька",NULL
"community",NULL,"Покровська",NULL
